,invoice_no,customer_id,category,quantity,price,invoice_date,shopping_mall
59752,I169453,C292261,Clothing,4,1200.32,30-08-2021,Metrocity
59753,I232045,C203781,Clothing,2,600.16,11-02-2022,Kanyon
59754,I182207,C155604,Toys,3,107.52,25-06-2022,Mall of Istanbul
59755,I220751,C897019,Clothing,5,1500.4,30-03-2022,Zorlu Center
59756,I131066,C318910,Food & Beverage,1,5.23,03-02-2023,Istinye Park
59757,I306269,C910424,Books,3,45.45,16-02-2021,Mall of Istanbul
59758,I180840,C449180,Clothing,2,600.16,21-05-2021,Kanyon
59759,I153275,C309379,Cosmetics,2,81.32,26-07-2022,Kanyon
59760,I713820,C183805,Clothing,1,300.08,10-11-2021,Forum Istanbul
59761,I302418,C210509,Technology,2,2100.0,27-09-2022,Metropol AVM
59762,I707034,C588220,Cosmetics,2,81.32,11-10-2021,Cevahir AVM
59763,I321883,C255567,Shoes,1,600.17,12-12-2022,Metropol AVM
59764,I490433,C305897,Clothing,2,600.16,17-03-2022,Kanyon
59765,I487752,C164340,Shoes,2,1200.34,10-03-2021,Kanyon
59766,I149368,C382209,Clothing,5,1500.4,17-04-2021,Istinye Park
59767,I256114,C747872,Cosmetics,4,162.64,04-11-2021,Viaport Outlet
59768,I101353,C246402,Cosmetics,2,81.32,25-03-2022,Istinye Park
59769,I323061,C244179,Cosmetics,1,40.66,24-04-2022,Metropol AVM
59770,I284306,C295350,Clothing,2,600.16,10-12-2021,Mall of Istanbul
59771,I186569,C119876,Toys,1,35.84,31-08-2022,Kanyon
59772,I188557,C324716,Food & Beverage,1,5.23,09-09-2021,Mall of Istanbul
59773,I127880,C230795,Food & Beverage,2,10.46,27-04-2022,Mall of Istanbul
59774,I133628,C625439,Technology,3,3150.0,19-07-2021,Forum Istanbul
59775,I231186,C100473,Food & Beverage,2,10.46,13-12-2022,Metrocity
59776,I106174,C210991,Food & Beverage,5,26.15,24-06-2021,Mall of Istanbul
59777,I237260,C315376,Food & Beverage,4,20.92,12-12-2022,Kanyon
59778,I242048,C331739,Shoes,4,2400.68,06-04-2022,Emaar Square Mall
59779,I142388,C273175,Clothing,1,300.08,20-04-2021,Metrocity
59780,I873391,C289887,Cosmetics,4,162.64,13-11-2022,Viaport Outlet
59781,I167595,C915747,Cosmetics,4,162.64,18-06-2022,Emaar Square Mall
59782,I319027,C327083,Food & Beverage,1,5.23,28-11-2021,Istinye Park
59783,I151372,C173429,Cosmetics,1,40.66,28-07-2022,Kanyon
59784,I328798,C186608,Toys,1,35.84,19-12-2022,Metrocity
59785,I317178,C296527,Toys,3,107.52,29-06-2021,Kanyon
59786,I340272,C141613,Technology,3,3150.0,14-06-2021,Istinye Park
59787,I464062,C397065,Souvenir,2,23.46,18-03-2021,Kanyon
59788,I289177,C105337,Books,3,45.45,21-09-2021,Forum Istanbul
59789,I164895,C102134,Souvenir,2,23.46,05-04-2022,Kanyon
59790,I332185,C126190,Cosmetics,4,162.64,31-03-2022,Kanyon
59791,I212607,C661118,Books,1,15.15,26-05-2021,Metrocity
59792,I211329,C379442,Shoes,4,2400.68,02-11-2021,Mall of Istanbul
59793,I305499,C256699,Food & Beverage,4,20.92,08-01-2021,Mall of Istanbul
59794,I240524,C728490,Clothing,1,300.08,19-02-2022,Mall of Istanbul
59795,I275941,C280780,Clothing,1,300.08,28-01-2022,Istinye Park
59796,I221611,C157261,Books,4,60.6,11-12-2021,Kanyon
59797,I709225,C175748,Shoes,2,1200.34,27-08-2021,Istinye Park
59798,I287786,C241030,Cosmetics,3,121.98,06-02-2022,Cevahir AVM
59799,I289464,C238087,Toys,3,107.52,01-05-2021,Metrocity
59800,I230286,C200645,Cosmetics,2,81.32,04-03-2022,Mall of Istanbul
59801,I145281,C203612,Clothing,4,1200.32,01-04-2022,Kanyon
59802,I235453,C909104,Shoes,1,600.17,21-09-2021,Mall of Istanbul
59803,I184011,C209200,Souvenir,2,23.46,05-09-2022,Mall of Istanbul
59804,I287990,C147531,Clothing,2,600.16,15-10-2022,Kanyon
59805,I169447,C194962,Clothing,5,1500.4,16-07-2022,Metropol AVM
59806,I111205,C136660,Clothing,1,300.08,31-05-2022,Mall of Istanbul
59807,I170215,C113479,Food & Beverage,5,26.15,25-01-2022,Mall of Istanbul
59808,I191571,C184583,Technology,1,1050.0,05-08-2021,Mall of Istanbul
59809,I130426,C128145,Food & Beverage,5,26.15,29-12-2022,Metropol AVM
59810,I534150,C173195,Clothing,4,1200.32,11-05-2022,Mall of Istanbul
59811,I284907,C122548,Cosmetics,5,203.3,08-06-2022,Mall of Istanbul
59812,I412247,C310731,Souvenir,5,58.65,07-02-2023,Kanyon
59813,I395246,C339226,Toys,1,35.84,14-11-2022,Mall of Istanbul
59814,I293293,C144445,Clothing,2,600.16,03-01-2022,Kanyon
59815,I876527,C178444,Clothing,1,300.08,29-11-2021,Mall of Istanbul
59816,I278701,C985244,Clothing,3,900.24,25-12-2022,Viaport Outlet
59817,I257446,C309953,Clothing,1,300.08,24-11-2022,Metrocity
59818,I171057,C111290,Clothing,2,600.16,13-12-2022,Zorlu Center
59819,I113838,C575931,Shoes,5,3000.85,10-02-2023,Mall of Istanbul
59820,I302742,C270531,Cosmetics,3,121.98,15-07-2022,Istinye Park
59821,I111617,C596477,Clothing,4,1200.32,31-01-2021,Kanyon
59822,I878045,C679792,Books,1,15.15,05-12-2021,Metropol AVM
59823,I227299,C119099,Food & Beverage,3,15.69,04-11-2022,Istinye Park
59824,I227449,C131706,Clothing,4,1200.32,27-04-2021,Metrocity
59825,I633626,C210557,Clothing,2,600.16,11-02-2021,Kanyon
59826,I341299,C236904,Cosmetics,4,162.64,07-08-2021,Forum Istanbul
59827,I337912,C257794,Clothing,4,1200.32,05-03-2022,Metropol AVM
59828,I277614,C314449,Toys,2,71.68,09-06-2022,Metropol AVM
59829,I257180,C244834,Food & Beverage,1,5.23,08-12-2022,Mall of Istanbul
59830,I298731,C131088,Shoes,1,600.17,08-02-2023,Istinye Park
59831,I749194,C110692,Technology,5,5250.0,27-06-2022,Mall of Istanbul
59832,I258073,C249535,Books,5,75.75,26-11-2021,Mall of Istanbul
59833,I356407,C604585,Toys,5,179.2,24-06-2022,Kanyon
59834,I225657,C198618,Clothing,5,1500.4,15-08-2022,Mall of Istanbul
59835,I191444,C331185,Technology,3,3150.0,02-09-2022,Zorlu Center
59836,I170912,C907493,Clothing,2,600.16,17-06-2021,Istinye Park
59837,I331327,C200374,Clothing,3,900.24,05-09-2021,Emaar Square Mall
59838,I153021,C236610,Clothing,2,600.16,22-10-2022,Kanyon
59839,I215410,C140361,Souvenir,5,58.65,15-04-2022,Mall of Istanbul
59840,I969995,C122443,Clothing,5,1500.4,12-03-2022,Kanyon
59841,I104704,C242578,Souvenir,3,35.19,30-01-2021,Kanyon
59842,I307875,C279045,Cosmetics,2,81.32,06-02-2023,Kanyon
59843,I321478,C331368,Clothing,2,600.16,26-09-2022,Metropol AVM
59844,I852799,C785634,Books,3,45.45,22-06-2022,Mall of Istanbul
59845,I244819,C219348,Clothing,4,1200.32,01-11-2021,Mall of Istanbul
59846,I197699,C187224,Clothing,1,300.08,05-01-2022,Kanyon
59847,I225834,C142618,Clothing,2,600.16,18-07-2021,Zorlu Center
59848,I187272,C136468,Clothing,5,1500.4,19-03-2021,Mall of Istanbul
59849,I172937,C265021,Clothing,2,600.16,09-12-2022,Zorlu Center
59850,I323117,C299860,Shoes,3,1800.51,18-05-2021,Emaar Square Mall
59851,I185944,C596078,Shoes,3,1800.51,03-05-2021,Mall of Istanbul
59852,I374617,C230043,Cosmetics,4,162.64,30-10-2021,Forum Istanbul
59853,I132199,C332282,Cosmetics,1,40.66,25-05-2021,Mall of Istanbul
59854,I309412,C514574,Food & Beverage,4,20.92,05-09-2021,Metropol AVM
59855,I138599,C171246,Clothing,2,600.16,17-06-2021,Istinye Park
59856,I339839,C183269,Clothing,3,900.24,14-04-2021,Metrocity
59857,I239112,C246441,Cosmetics,4,162.64,02-09-2022,Mall of Istanbul
59858,I805905,C239629,Clothing,3,900.24,27-01-2023,Metrocity
59859,I282347,C300248,Clothing,2,600.16,21-01-2021,Istinye Park
59860,I161880,C353528,Shoes,4,2400.68,07-01-2022,Cevahir AVM
59861,I116299,C179173,Clothing,1,300.08,29-10-2021,Viaport Outlet
59862,I161955,C921059,Clothing,1,300.08,24-01-2023,Mall of Istanbul
59863,I264670,C415771,Clothing,5,1500.4,12-05-2021,Metropol AVM
59864,I761952,C303051,Cosmetics,4,162.64,03-05-2022,Kanyon
59865,I232498,C171201,Cosmetics,2,81.32,02-02-2023,Kanyon
59866,I735224,C539535,Clothing,4,1200.32,11-12-2021,Zorlu Center
59867,I180520,C102947,Cosmetics,2,81.32,06-03-2022,Mall of Istanbul
59868,I302014,C259115,Clothing,1,300.08,21-06-2022,Mall of Istanbul
59869,I246773,C263217,Food & Beverage,1,5.23,23-11-2021,Istinye Park
59870,I647193,C390648,Clothing,1,300.08,10-10-2021,Zorlu Center
59871,I259353,C104908,Food & Beverage,2,10.46,25-03-2021,Mall of Istanbul
59872,I664586,C227806,Toys,2,71.68,22-08-2022,Kanyon
59873,I275347,C546053,Clothing,2,600.16,10-02-2021,Cevahir AVM
59874,I193186,C634263,Food & Beverage,5,26.15,05-03-2022,Viaport Outlet
59875,I872243,C285790,Toys,2,71.68,23-08-2021,Mall of Istanbul
59876,I135542,C543319,Clothing,3,900.24,07-07-2021,Kanyon
59877,I332853,C363867,Clothing,4,1200.32,15-09-2022,Metrocity
59878,I221216,C599052,Technology,2,2100.0,18-02-2023,Kanyon
59879,I102082,C402987,Souvenir,5,58.65,20-06-2022,Metrocity
59880,I453441,C282880,Cosmetics,2,81.32,29-07-2022,Kanyon
59881,I187974,C474820,Clothing,3,900.24,09-07-2021,Cevahir AVM
59882,I805590,C536699,Clothing,3,900.24,05-10-2021,Viaport Outlet
59883,I669135,C952777,Shoes,1,600.17,08-02-2022,Kanyon
59884,I137824,C560758,Shoes,3,1800.51,23-02-2023,Metrocity
59885,I294391,C277623,Clothing,3,900.24,16-01-2022,Cevahir AVM
59886,I256320,C275942,Shoes,4,2400.68,13-04-2021,Metrocity
59887,I134031,C564301,Toys,5,179.2,19-08-2022,Mall of Istanbul
59888,I130843,C179629,Souvenir,2,23.46,20-02-2021,Metropol AVM
59889,I287570,C263950,Technology,3,3150.0,09-04-2021,Mall of Istanbul
59890,I778853,C752148,Clothing,4,1200.32,24-04-2022,Zorlu Center
59891,I131620,C251337,Technology,4,4200.0,06-04-2021,Zorlu Center
59892,I260627,C229644,Cosmetics,5,203.3,02-01-2023,Metropol AVM
59893,I868911,C113591,Souvenir,3,35.19,22-10-2022,Kanyon
59894,I261999,C162497,Books,5,75.75,12-11-2022,Metrocity
59895,I230419,C134578,Technology,5,5250.0,09-12-2021,Kanyon
59896,I742973,C338793,Food & Beverage,2,10.46,26-06-2021,Kanyon
59897,I282264,C461700,Cosmetics,1,40.66,05-06-2021,Metrocity
59898,I174331,C408789,Food & Beverage,3,15.69,17-05-2021,Forum Istanbul
59899,I135330,C321330,Shoes,1,600.17,06-05-2021,Metrocity
59900,I336868,C139018,Clothing,5,1500.4,07-10-2021,Kanyon
59901,I855962,C313754,Toys,5,179.2,13-07-2022,Emaar Square Mall
59902,I656784,C320097,Cosmetics,2,81.32,27-03-2021,Viaport Outlet
59903,I116920,C302100,Food & Beverage,2,10.46,09-05-2021,Istinye Park
59904,I233342,C213678,Clothing,4,1200.32,25-03-2022,Kanyon
59905,I399133,C191949,Clothing,3,900.24,14-09-2021,Metrocity
59906,I131615,C295176,Food & Beverage,5,26.15,21-10-2022,Metrocity
59907,I652201,C247858,Books,5,75.75,30-12-2021,Zorlu Center
59908,I104228,C116193,Food & Beverage,5,26.15,05-11-2022,Istinye Park
59909,I144702,C241586,Clothing,2,600.16,29-06-2021,Emaar Square Mall
59910,I234255,C250303,Toys,1,35.84,15-04-2021,Metrocity
59911,I644828,C637921,Cosmetics,4,162.64,14-05-2022,Kanyon
59912,I120597,C788875,Toys,3,107.52,02-02-2021,Kanyon
59913,I275106,C299988,Food & Beverage,2,10.46,09-04-2021,Kanyon
59914,I225554,C303052,Clothing,4,1200.32,03-10-2022,Kanyon
59915,I247087,C177377,Souvenir,4,46.92,21-02-2021,Kanyon
59916,I212394,C109677,Clothing,5,1500.4,15-12-2022,Forum Istanbul
59917,I334653,C236131,Technology,2,2100.0,11-01-2021,Mall of Istanbul
59918,I204514,C157994,Cosmetics,3,121.98,12-05-2022,Viaport Outlet
59919,I275819,C145738,Food & Beverage,5,26.15,27-08-2022,Kanyon
59920,I149407,C213741,Cosmetics,5,203.3,26-05-2021,Forum Istanbul
59921,I261182,C201354,Clothing,5,1500.4,24-04-2021,Viaport Outlet
59922,I320373,C178026,Clothing,4,1200.32,03-04-2021,Kanyon
59923,I237786,C177651,Clothing,2,600.16,10-02-2021,Kanyon
59924,I139709,C193666,Cosmetics,1,40.66,06-01-2023,Viaport Outlet
59925,I125468,C215236,Toys,3,107.52,18-03-2022,Kanyon
59926,I264857,C584144,Clothing,1,300.08,08-01-2021,Metrocity
59927,I302233,C244905,Clothing,5,1500.4,04-12-2021,Mall of Istanbul
59928,I838360,C139535,Clothing,5,1500.4,11-02-2022,Metropol AVM
59929,I206863,C580181,Clothing,4,1200.32,09-01-2021,Mall of Istanbul
59930,I118176,C225010,Food & Beverage,1,5.23,24-10-2022,Kanyon
59931,I252594,C173991,Cosmetics,5,203.3,24-02-2022,Mall of Istanbul
59932,I291512,C563146,Clothing,3,900.24,22-04-2022,Mall of Istanbul
59933,I216918,C337122,Food & Beverage,5,26.15,27-10-2021,Kanyon
59934,I182601,C104484,Clothing,5,1500.4,08-07-2022,Metrocity
59935,I792115,C216611,Clothing,5,1500.4,30-11-2021,Cevahir AVM
59936,I290078,C682597,Clothing,1,300.08,03-02-2021,Mall of Istanbul
59937,I257323,C166012,Food & Beverage,4,20.92,14-05-2022,Kanyon
59938,I107504,C288354,Food & Beverage,2,10.46,20-06-2022,Metrocity
59939,I285283,C284906,Toys,4,143.36,17-05-2022,Mall of Istanbul
59940,I281348,C196885,Toys,4,143.36,19-02-2023,Metropol AVM
59941,I100885,C102033,Books,5,75.75,01-09-2021,Mall of Istanbul
59942,I807730,C978480,Clothing,4,1200.32,15-02-2021,Zorlu Center
59943,I142721,C250360,Clothing,1,300.08,13-06-2021,Metrocity
59944,I697966,C289864,Toys,5,179.2,15-02-2021,Istinye Park
59945,I215368,C256225,Clothing,3,900.24,03-06-2022,Metrocity
59946,I608288,C240553,Clothing,4,1200.32,29-12-2021,Metropol AVM
59947,I797955,C801724,Cosmetics,4,162.64,07-10-2022,Metrocity
59948,I226880,C166447,Food & Beverage,4,20.92,06-04-2022,Metrocity
59949,I973942,C289581,Clothing,2,600.16,03-12-2022,Forum Istanbul
59950,I130163,C205685,Food & Beverage,2,10.46,07-11-2022,Metrocity
59951,I272461,C168013,Clothing,4,1200.32,26-01-2023,Viaport Outlet
59952,I767927,C245428,Toys,1,35.84,28-01-2022,Kanyon
59953,I712508,C280984,Cosmetics,3,121.98,07-06-2022,Metrocity
59954,I299307,C268837,Toys,1,35.84,14-02-2023,Metrocity
59955,I263105,C176879,Cosmetics,5,203.3,02-03-2022,Zorlu Center
59956,I204411,C175276,Clothing,4,1200.32,28-02-2022,Kanyon
59957,I225060,C535770,Clothing,5,1500.4,03-01-2021,Forum Istanbul
59958,I376290,C215998,Clothing,3,900.24,06-06-2021,Metrocity
59959,I473003,C880074,Food & Beverage,1,5.23,31-01-2023,Metropol AVM
59960,I219044,C172506,Cosmetics,1,40.66,18-08-2021,Kanyon
59961,I130284,C115074,Shoes,5,3000.85,06-04-2021,Forum Istanbul
59962,I851521,C303010,Food & Beverage,3,15.69,12-02-2022,Metrocity
59963,I276462,C299571,Clothing,2,600.16,07-08-2022,Mall of Istanbul
59964,I461754,C106878,Cosmetics,5,203.3,15-11-2021,Metropol AVM
59965,I250163,C276080,Clothing,3,900.24,02-11-2022,Forum Istanbul
59966,I303441,C852662,Food & Beverage,4,20.92,24-12-2022,Emaar Square Mall
59967,I325547,C228654,Clothing,1,300.08,07-06-2021,Mall of Istanbul
59968,I115900,C301161,Toys,1,35.84,04-10-2021,Emaar Square Mall
59969,I275595,C252945,Cosmetics,5,203.3,30-04-2022,Mall of Istanbul
59970,I167394,C270768,Food & Beverage,3,15.69,04-04-2021,Forum Istanbul
59971,I267451,C331548,Technology,5,5250.0,02-03-2023,Istinye Park
59972,I106341,C480387,Clothing,5,1500.4,19-01-2023,Cevahir AVM
59973,I259530,C833811,Technology,5,5250.0,05-11-2022,Metrocity
59974,I849840,C312394,Souvenir,1,11.73,16-03-2022,Cevahir AVM
59975,I282977,C987617,Food & Beverage,1,5.23,15-04-2022,Viaport Outlet
59976,I891826,C178686,Clothing,3,900.24,12-02-2021,Metrocity
59977,I152481,C729334,Books,4,60.6,23-01-2022,Forum Istanbul
59978,I628598,C247872,Clothing,5,1500.4,26-08-2021,Forum Istanbul
59979,I185079,C132170,Food & Beverage,3,15.69,06-04-2022,Istinye Park
59980,I172311,C719405,Shoes,1,600.17,23-10-2022,Mall of Istanbul
59981,I235216,C807490,Clothing,3,900.24,10-12-2022,Kanyon
59982,I239927,C549477,Toys,2,71.68,06-09-2022,Metropol AVM
59983,I198604,C448619,Cosmetics,4,162.64,24-12-2022,Kanyon
59984,I180813,C260813,Clothing,1,300.08,26-01-2023,Zorlu Center
59985,I195177,C106798,Clothing,5,1500.4,31-01-2022,Metropol AVM
59986,I206289,C259686,Books,3,45.45,07-06-2022,Metrocity
59987,I173566,C309108,Food & Beverage,3,15.69,05-04-2022,Mall of Istanbul
59988,I158423,C326400,Cosmetics,4,162.64,01-10-2021,Zorlu Center
59989,I312565,C774968,Toys,2,71.68,27-07-2022,Kanyon
59990,I299223,C111905,Clothing,1,300.08,14-09-2022,Mall of Istanbul
59991,I585713,C347589,Food & Beverage,5,26.15,18-05-2022,Metropol AVM
59992,I312984,C195827,Toys,2,71.68,27-11-2021,Metrocity
59993,I782769,C102590,Technology,2,2100.0,25-06-2022,Metrocity
59994,I113835,C170286,Food & Beverage,1,5.23,06-04-2022,Kanyon
59995,I159369,C239592,Clothing,3,900.24,04-12-2021,Zorlu Center
59996,I330860,C274727,Shoes,4,2400.68,01-05-2021,Metrocity
59997,I162638,C285226,Food & Beverage,2,10.46,07-11-2022,Kanyon
59998,I768952,C252548,Technology,3,3150.0,05-10-2021,Cevahir AVM
59999,I223915,C293161,Clothing,2,600.16,04-06-2022,Metrocity
60000,I323615,C131218,Cosmetics,4,162.64,09-09-2021,Viaport Outlet
60001,I258413,C366307,Cosmetics,5,203.3,26-04-2021,Metropol AVM
60002,I660093,C227987,Clothing,4,1200.32,30-06-2021,Zorlu Center
60003,I874304,C212402,Food & Beverage,2,10.46,14-12-2022,Mall of Istanbul
60004,I498921,C535144,Cosmetics,4,162.64,24-07-2022,Kanyon
60005,I135766,C297903,Clothing,1,300.08,12-06-2021,Mall of Istanbul
60006,I116622,C257315,Clothing,5,1500.4,05-07-2022,Metropol AVM
60007,I989577,C162016,Food & Beverage,5,26.15,14-09-2022,Mall of Istanbul
60008,I234548,C137443,Clothing,4,1200.32,13-03-2021,Mall of Istanbul
60009,I206349,C140919,Food & Beverage,3,15.69,15-01-2022,Zorlu Center
60010,I196710,C442655,Books,5,75.75,09-06-2022,Kanyon
60011,I253505,C283535,Food & Beverage,4,20.92,26-03-2022,Emaar Square Mall
60012,I117701,C334778,Toys,1,35.84,30-03-2021,Kanyon
60013,I715272,C716319,Clothing,3,900.24,15-04-2021,Kanyon
60014,I144369,C226300,Souvenir,1,11.73,27-11-2021,Metropol AVM
60015,I406155,C214864,Clothing,4,1200.32,07-03-2021,Kanyon
60016,I104207,C828554,Shoes,2,1200.34,14-05-2022,Metrocity
60017,I127038,C109734,Cosmetics,2,81.32,04-10-2021,Kanyon
60018,I288046,C175917,Cosmetics,5,203.3,18-08-2022,Mall of Istanbul
60019,I307276,C421917,Cosmetics,1,40.66,03-10-2022,Metropol AVM
60020,I160991,C185281,Cosmetics,2,81.32,20-09-2022,Mall of Istanbul
60021,I220351,C976500,Cosmetics,3,121.98,03-08-2021,Kanyon
60022,I235572,C780845,Clothing,2,600.16,22-04-2022,Forum Istanbul
60023,I650801,C145242,Food & Beverage,2,10.46,28-12-2022,Kanyon
60024,I218215,C625123,Clothing,3,900.24,22-07-2021,Metrocity
60025,I179330,C246798,Cosmetics,4,162.64,27-08-2021,Istinye Park
60026,I262408,C114014,Clothing,4,1200.32,08-01-2023,Kanyon
60027,I138317,C122666,Cosmetics,4,162.64,13-09-2022,Metrocity
60028,I595938,C334141,Shoes,5,3000.85,22-04-2022,Viaport Outlet
60029,I233335,C156012,Clothing,2,600.16,21-12-2021,Kanyon
60030,I221043,C322252,Toys,4,143.36,31-01-2022,Metropol AVM
60031,I261091,C328164,Clothing,2,600.16,25-05-2022,Mall of Istanbul
60032,I240801,C561733,Souvenir,5,58.65,17-02-2023,Metropol AVM
60033,I334973,C208640,Souvenir,3,35.19,08-09-2022,Kanyon
60034,I142570,C380563,Clothing,2,600.16,08-04-2022,Viaport Outlet
60035,I306360,C333024,Food & Beverage,3,15.69,19-11-2021,Forum Istanbul
60036,I431187,C124614,Shoes,3,1800.51,10-09-2022,Metropol AVM
60037,I190877,C282642,Technology,5,5250.0,25-01-2022,Istinye Park
60038,I167496,C981627,Clothing,3,900.24,13-02-2022,Mall of Istanbul
60039,I287485,C264552,Toys,1,35.84,06-02-2021,Kanyon
60040,I172472,C100955,Souvenir,3,35.19,04-01-2023,Mall of Istanbul
60041,I860265,C131249,Clothing,1,300.08,09-08-2021,Viaport Outlet
60042,I172576,C195743,Food & Beverage,5,26.15,05-03-2022,Mall of Istanbul
60043,I840688,C322321,Toys,5,179.2,02-05-2022,Viaport Outlet
60044,I170725,C221301,Clothing,2,600.16,11-06-2022,Mall of Istanbul
60045,I226138,C689987,Food & Beverage,4,20.92,19-03-2022,Metrocity
60046,I176498,C108567,Clothing,1,300.08,13-03-2022,Metrocity
60047,I136998,C700083,Technology,5,5250.0,11-10-2022,Metrocity
60048,I713649,C960092,Clothing,1,300.08,21-10-2022,Mall of Istanbul
60049,I348720,C663446,Food & Beverage,5,26.15,11-02-2023,Metrocity
60050,I339798,C165334,Books,3,45.45,03-11-2022,Mall of Istanbul
60051,I290316,C859340,Toys,5,179.2,25-01-2021,Mall of Istanbul
60052,I872678,C246013,Clothing,3,900.24,05-12-2022,Metropol AVM
60053,I256181,C956996,Cosmetics,5,203.3,16-11-2021,Mall of Istanbul
60054,I790657,C156448,Cosmetics,4,162.64,26-09-2022,Mall of Istanbul
60055,I122690,C148241,Clothing,5,1500.4,01-04-2021,Kanyon
60056,I246544,C218279,Clothing,5,1500.4,08-06-2021,Mall of Istanbul
60057,I116748,C576741,Clothing,3,900.24,26-10-2021,Kanyon
60058,I153115,C836565,Food & Beverage,3,15.69,20-11-2021,Istinye Park
60059,I287269,C188862,Souvenir,2,23.46,29-11-2021,Emaar Square Mall
60060,I764780,C310889,Clothing,4,1200.32,30-08-2021,Metrocity
60061,I155843,C294602,Souvenir,5,58.65,29-08-2021,Forum Istanbul
60062,I197227,C279368,Clothing,5,1500.4,11-08-2022,Metropol AVM
60063,I865416,C201011,Clothing,1,300.08,16-10-2022,Metrocity
60064,I523803,C256415,Books,2,30.3,07-01-2021,Metropol AVM
60065,I786084,C274858,Cosmetics,1,40.66,24-06-2022,Mall of Istanbul
60066,I295540,C307035,Cosmetics,3,121.98,17-03-2022,Metropol AVM
60067,I328678,C443077,Toys,4,143.36,17-08-2021,Mall of Istanbul
60068,I641519,C198146,Cosmetics,3,121.98,07-04-2021,Mall of Istanbul
60069,I141277,C192451,Cosmetics,4,162.64,20-10-2021,Metrocity
60070,I216650,C205301,Technology,4,4200.0,08-03-2023,Kanyon
60071,I161244,C374396,Clothing,2,600.16,17-08-2022,Istinye Park
60072,I955143,C158565,Clothing,3,900.24,06-08-2021,Mall of Istanbul
60073,I335068,C337195,Cosmetics,1,40.66,12-11-2022,Metropol AVM
60074,I219699,C151277,Shoes,5,3000.85,14-07-2021,Metrocity
60075,I235893,C178003,Clothing,4,1200.32,18-07-2022,Metrocity
60076,I173940,C330619,Toys,1,35.84,27-02-2023,Forum Istanbul
60077,I837906,C140812,Cosmetics,5,203.3,29-11-2021,Kanyon
60078,I333776,C195857,Technology,5,5250.0,22-08-2021,Viaport Outlet
60079,I289326,C294774,Clothing,4,1200.32,27-04-2021,Metrocity
60080,I499883,C216591,Shoes,1,600.17,20-07-2021,Cevahir AVM
60081,I195102,C221016,Technology,1,1050.0,11-03-2022,Istinye Park
60082,I332703,C851650,Food & Beverage,4,20.92,01-06-2021,Metrocity
60083,I307045,C460905,Shoes,5,3000.85,18-11-2021,Kanyon
60084,I270132,C334308,Clothing,4,1200.32,31-07-2021,Metrocity
60085,I346832,C584715,Cosmetics,5,203.3,07-02-2023,Metrocity
60086,I589101,C149749,Clothing,4,1200.32,15-09-2021,Kanyon
60087,I525341,C432616,Clothing,2,600.16,03-02-2023,Mall of Istanbul
